id,name,ml_target,bio
9480,EvodiaAut,0,"🎗 no rules, only values
👨‍💻 Senior Full-stack developer
🚀 Vue.js, Laravel, Symfony, Drupal, Node.js, AWS, Hetzner"
9481,crazymaster,0,"Vimmer, Ubuntu user, Natural Language Processing, GPU, Numerical Analysis "
9482,IOriens,0,"Not Just a Front End Developer.

美团内推找我~ 微信: jjjdev"
9483,renarsvilnis,0,Javascript developer
9484,sr229,0,A Trailblazing Stargazer.
9485,syferfyre,0,Bio not available
9486,kahveci,0,"Solutions Architect & Software Engineer, ☁️ Cloud Computing Specialist, IoT Ninja, 🤖 AI/ML Enthusiast.  🥳 Just for fun!"
9487,clun,1,"Software Engineer@DataStax 🥑
Creator of ff4j.org
Distributed systems, #java geek,"
9488,mikeedwards,0,"founder | lead technologist for rich|strange, software engineer, designer, builder of odd & lifelike things"
9489,nerboda,0,"CTO and Engineer at 32Waves. Working with Rails, React+Redux and Node."
9490,DataSweeper,0,Passionately Curious.
9491,robsonmarques,0,Stealth mode
9492,andre000,0,"I'm a Full Stack developer.
Javascript | PHP | Vue.js | Node.js | MySQL | SQL Server | MongoDB"
9493,Ierezell,1,"Data Scientist@Biotwin

M.sc @ ENSEA
M.sc @ Laval University"
9494,thetimbanks,0,Software Engineering consultant. Former Staff Software Engineer at Red Nova Labs/Storable. Primarily working with Ruby on Rails and Node/React
9495,czero1995,0,Bio not available
9496,iMicknl,0,"Technical Specialist AI @microsoft | Software Engineer
"
9497,TheCadu,0,Bio not available
9498,iamwwc,0,Bio not available
9499,PrasannaNatarajan,0,CS Grad Student - Data Science
9500,GerardSoleCa,0,"Sup. Two bytes used to had my bike, until I got stuck in a stone's stack."
9501,dansteren,0,"Full-stack web developer. Most experienced in Ruby on Rails. Recently spent time learning Rust and @dfinity's Internet Computer.

#openToWork"
9502,st-fresh,0,"making
"
9503,andyprasetya,0,I turn dust into diamonds!
9504,rajatgoyal715,1,"Building Sundae @swoon-sundae | Ex-Engineer @uber, @arcesium, @smartprix | DTU'18"
9505,EugeneDyachenko,1,Bio not available
9506,mreinsch,0,Passionate software developer & architect. Built several large scale web apps mainly using RoR. Now concentrating on APIs and data transfers at Autopilot.
9507,mshatikhin,0,Front-End Developer
9508,starit,0,"twinkle, twinkle, little star"
9509,DutchKevv,0,Freelance Javascript Developer
9510,julienr114,0,Fullstack Javascript Developer at Wild Code School France
9511,raditia,0,crafting < />
9512,serbernar,1,"Software Engineer from Ukraine, Kyiv. 28 y.o. Mostly Python. EEST.
"
9513,Brainiarc7,0,High Performance Computing solutions architect & Champion SysAdmin.
9514,TechMagister,0,IT Services
9515,jprodrigues70,0,Pós-graduando em Ciência da Computação - UFBA
9516,himynameisjonas,0,"I like to do high fives, take photographs and build things with Ruby/Ruby on Rails, JavaScript/Ember.js."
9517,qq34384878,0,简书：http://www.jianshu.com/users/316602d2419a/timeline
9518,JeremyWuuuuu,0,Bio not available
9519,Jussic,0,"Product Manager & Dev.

Playing with APIs and Payments Solutions for the modern age.
Glad you stopped by |

Online Playground
- https://repl.it/Jussic"
9520,rheiland,1,"Research Associate in @MathCancer Lab. Intelligent Systems Engineering, IU."
9521,ArmorDarks,0,🇺🇦 Stand with Ukrainians https://www.spendwithukraine.com
9522,akizor,0,"VueJS, Laravel and in-betweens"
9523,mfka,0,Senior Fullstack Developer
9524,hoandang,0,Developer
9525,SharifClick,0,"Crafting seamless end-to-end software solutions for business optimization. From sales apps to insights-driven dashboards, I engineer efficiency. 🚀 "
9526,marcoonroad,0,Generating Entropy by Side-Effects due Real-World interactions full of Sinergies. Labor is the only one source of Value. Knowledge and Information flow there.
9527,jbroadway,0,"Aka @lux. Full-stack + VR developer, CTO, entrepreneur, musician, writer, open source maintainer."
9528,rozig,0,Software Engineer
9529,jellekralt,0,Having fun with tech
9530,littlejuh,0,"Software Developer at @nomad-bank
/ @kovihq @bemobi @Mobile4You @ThoughtWorks alumni"
9531,joshvoll,0,Manager @sanservices
9532,joao-alberto,0,Bio not available
9533,VGraupera,0,"Engineering leader, YouTuber, author, and proud dad"
9534,hanxiaomax,0,"Freelancer, Technical book Translation /
Manager, System & Software Engineering / Cat person
"
9535,brandonwamboldt,0,Bio not available
9536,alinnert,0,I'm a web developer with focus on JavaScript and TypeScript.
9537,sandip-gavade,0,"MTech In Computer Science . Java ,Spring, Python"
9538,dyt811,1,"Developer/Architect at MotionCorrect Inc Consultancy.

Passionate about DevOps/MLOps/Deep learning applications.

Proficient in Python/C#/Java"
9539,PinkyJie,0,front-end developer
9540,RaulCifuentes,0,"Enneagram #  5
"
9541,ReedSun,0,我不是前端工程师，我是网页毁灭者。
9542,robertogyn19,0,Developer
9543,akasham67,0,"tech-savvy, idea architect, zend certified engineer, programming in blood"
9544,joelthchao,1,Machine Learning Scientist
9545,achmiral,0,Rubyist
9546,Hanggi,0,No Game No Life
9547,Bogdan-Lyashenko,0,Solving problems around learning and maintaining code within complex codebase. Founder at codecrumbs.io. Follow me on twitter @bliashenko.
9548,liyupi,0,speak less do more！前腾讯全栈开发，现科技公司创始人
9549,007jedgar,0,Mobile/Web App Dev
9550,erichseamon,1,"PhD climatologist and data scientist @ University of Idaho.  Research focus is on agriculture, human health, climatic processes and data mining/machine learning"
9551,jiangzhongkai,1,ML/Deep Learning/NLP/Web Developer
9552,actank,0,"Graduated from DLUT.
Focus on artificial Intelligence and other advanced technologies.
"
9553,avelino,0,"CTO at @buserbrasil, open source engineer"
9554,jaeseokjeong,1,"What we think, we become."
9555,itsazzad,0,"Solutions Architect, Full-Stack, Backend, Frontend, Mobile, Software Engineer, System Administrator, DevOps"
9556,hovax,0,"Software Engineer @Affirm.
Previously @microsoft, @HackGT."
9557,11380824,1,"Life is short, you need Python3"
9558,light24bulbs,0,Bio not available
9559,njfritter,1,"UCSB Applied Statistics grad & current Data Engineer + Consultant.
Outdoors, beer, data, sports.
DS @ UCSB"
9560,kksevta,0,Bio not available
9561,hungaikev,0,"Distributed Systems, Telemetry, Scala and Go| Speaker | Organizer - Nairobi JVM  "
9562,qingguoing,0,"stay hungry, stay foolish"
9563,Dragod,0,DevOps at Screendragon.
9564,riccardotommasini,1,"I am an associate professor at INSA Lyon, France Working on Semantic Web, AI, Stream Processing, and Graphs..."
9565,Muchwat,0,CTO at daktos ltd
9566,markhker,0,Developer Avocate 🥑
9567,kohlmannj,0,"Staff software eng @nytimes. Dev+design, HCI, listening, empathy, house🎵, Black feminism, #BlackLivesMatter, news, antiwhiteness, broken systems, @newsguildny"
9568,Junhui-UMSI,0,LET ME DO THE JAVASCRIPT
9569,Raniazy,0,Tech Lead | Big Data | Building chatbots with ❤ > MLOps | Software Craftsmanship
9570,ian13456,1,Bio not available
9571,brycexu,1,Do IT Now
9572,SnailPJW,0,"It is an experiment, as all life is an experiment.
這是一種經驗，如同所有的生活都是經驗累積。"
9573,luisorozoli,0,https://www.linkedin.com/in/luisorozoli/
9574,sangwoomo,1,Machine Learning Researcher
9575,arshbot,0,Technically a cyborg
9576,justforlxz,0,"Never stop thinking.
C++/TypeScript/Linux Programmer.
Junior Web Programmer
Junior GameEngine Programmer"
9577,anjia0532,0,coding
9578,thomasdola,0,"Just like Building Good Apps
Elixir, Go, Java, Javascript, Laravel, Android..."
9579,PunitGr,0,Senior Software Engineer @Codility
9580,Lakret,0,Functional way is the true way ‏;)‮
9581,Perlmint,0,Software engineer
9582,DanielAndreasen,0,Astronomer working with genetics at a hospital.
9583,kevinjosue2326,1,Bio not available
9584,rizowski,0,⊙▂⊙
9585,aawuley,1,**README** Primary GitHub account moved to @anthonyawuley
9586,januridp,0,I can't tell you about me because I'm not a good storyteller.
9587,atayahmet,0,Web Developer | Electronic music lover. | WingChun Fighter | Founder of themixzone.com
9588,jiahui-z,0,Bio not available
9589,AudunVN,0,Hi! I mostly do (more or less) silly web things. :) 🏳️‍⚧️
9590,MateusZitelli,0,"I like to code, mostly when my code helps people to achieve their goals. Hope you find something useful."
9591,pepaar,0,Getting web shit done.
9592,franckverrot,0,"Ruby, Elixir, Haskell, PostgreSQL, Distributed Systems, Electronics, InfoSec"
9593,mirucon,0,A Web Developer
9594,karthikb351,0,"Accidentally stumbles into internet movements. Do tech things at @only-much-louder and @InternetFreedomFoundation. Got here via @recursecenter, @hasgeek"
9595,mkabilov,1,Engineer
9596,24suixinsuoyu,0,"In me, the tiger sniffs the rose."
9597,ian-schu,0,"Curious, conscientious, articulate software engineer with experience in TypeScript, Node, Swift, Rails, and React."
9598,RobertoGonzalez,0,Co-Founder @ Aerolab
9599,omniscient,0,Owner of a software development consulting firm. Software Architect and dad of 3 marvelous child!
9600,sauware,0,Bio not available
9601,RobinHossain,0,Full Stack Web Developer with JavaScript and PHP
9602,florapdx,0,"Client & SDKs, @xmtp. Web3, ReactJS, Python, etc. Formerly @krakenfx, @sprintly. I <3 strong coffee and hard problems. Let's computer!"
9603,mdagost,0,"VP of ML @ Tegus; Formerly VP @ Cameo, CTO and VP @ShopRunner; Civis Analytics; Obama 2012; Braintree"
9604,Alvadorn,0,"λlvadorn ◙ Functional programming lover, addicted to performance and software architecture ◙"
9605,qinnnnnnnn,0,Keep running .
9606,backtrackbaba,0,Socially Awkward Developer | Terrible Object Oriented Programmer | Tinkerer | Looking for opportunities
9607,aaronoah,0,@elastic Kibana and Elasticsearch
9608,BBleae,0,Node.js | Minecraft | 🏳️‍⚧️ | Thanks to my enlightener @akinazuki
9609,HDVinnie,0,"Lover of Laravel, Livewire and AlpineJS"
9610,denisding,0,生活不如意，当打破现状，创造不一样的未来。
9611,oguzzkilic,0,"JavaScript, Frontend"
9612,bollu,1,mathematics ⋂ computation
9613,kumar-akshay324,1,"Roboticist | Computer Vision Engineer at Invisible AI |
MS in Robotics Engineering "
9614,priancho,1,"Working in Multi-modal Understanding team at KakaoBrain.
Interested in NLP and CV."
9615,Rhotimee,0,Software Engineer
9616,blitu12345,1,Applied Computer Vision in manufacturing sector
9617,0xFireball,0,Bio not available
9618,e2kaneko,0,"Software Engineer at @e2info .
Focus on LAMP Application Development.
PHP / Laravel / MySQL / MariaDB / AWS"
9619,onx2,0,Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo
9620,gbbr,0,Bio not available
9621,ReneeVandervelde,0,🌱 Software Gardener
9622,jacobmischka,0,"I like eating, reading, playing and watching video games, learning new things, and going to new places. Proud member of the clean plate club."
9623,rsylvian,0,Bio not available
9624,calaca,0,Front-End Developer
9625,joseangel-sc,1,"Professional Tetris player
"
9626,chrispappas,0,(Former) Senior Prod Eng @ Shopify
9627,D-Roberts,1,"Deep learner
"
9628,bearzk,0,"Consume less, create more.
Currently working with @signavio "
9629,paintdream,1,"Computer Graphics / Game Engine /  Reverse Engineering / Concurrent Programming / C++ / Lua


KeWaitForMultipleCompilers();"
9630,Shijir,0,VMwareClarity 👨🏻‍💻 🍺
9631,derek-duncan,0,Building beautiful products with beautiful code.
9632,Nemoden,0,if not drunk(): drink()
9633,Ocramius,0,"@Roave, @laminas and @doctrine. Pushing for better practices in the PHP ecosystem."
9634,srikanthpagadala,1,"Artificial Intelligence, Artificial Neural Networks, Deep Learning, Computer Vision, Robotics, Reinforcement Learning, Natural Language Processing and more..."
9635,DovAmir,0,"Cloud architect , developer, open source advocat
"
9636,YaLunDong,1,Bio not available
9637,awkwardusername,0,1.6K Solo MMR
9638,eduardofg87,0,"Tech Lead, DevOps Evangelist and Software Engineer. I love my wife, family, friends, dogs and to code."
9639,Mariusmarten,1,Bio not available
9640,furf,0,Off-balance but mostly symmetrical.
9641,stecaron,1,Actuarial analyst but above all a data science/statistics lover.
9642,maskzh,0,Bio not available
9643,CarlosCondor,0,CTO at bipicar.com
9644,ryanfeng,0,"
Better go to heaven in rags than to hell in embroidery."
9645,tcr,0,Non-recurring engineer.
9646,BobWalsh,0,"8 years Rails development experience with JS/jQuery/React/Vue while building startup, enterprise, and other apps. Now getting into the JAMstack."
9647,hivandu,0,Bio Bio Bio
9648,Gemicat,0,水可载舟，亦可赛艇
9649,omerzach,0,"Engineer @Stripe. Previously built the engineering team at Merit, worked at Foursquare and Facebook, and studied at Carnegie Mellon."
9650,ndbroadbent,0,Founder of DocSpring. I'm a full-stack software developer.
9651,Jiajie-Mei,1,I'm currently a master student in Computer Science. I am interested in generative modeling.
9652,kwonmha,1,"MS of CS in Hanyang Univ. //
Interested in NLU, Deep Learning"
9653,jessdaubner,1,MLOps | Machine Learning | Data
9654,rockinbinbin,0,Co-founder @ Wonders AI (https://readwonders.com)
9655,qifanaliceyang,1,"Bioinformatics PhD @ Imaging Genetics Center, University of Southern California"
9656,luisdalmolin,0,Full Stack Developer
9657,ispdnn,1,Bio not available
9658,jrvlima,0,"Full-Stack Software Developer
Brazilian Guitar Player"
9659,anthonymorast,1,Software engineer since 2014;  Father since 2014; Husband since 2017
9660,es5es5,0,⭐️
9661,jezhou,1,"@meetcocoon Engineering
"
9662,WrRan,0,I AM LIVING. I AM DYING.
9663,pedbarros,0,Bio not available
9664,gustavosotnas,0,Bio not available
9665,HiroIshikawa,0,Welcome!
9666,HenryLansang,0,Currently recruiting for CB Insights (www.cbinsights.com) - we build software that predicts technology trends.
9667,tathagatnawadia,1,Code. Repeat. Browse.
9668,diaosj,0,A computer guy with memory problems.
9669,riturajkaushik,1,"AI Scientist at Silo AI, Finland"
9670,collinstevens,1,Programmer
9671,peterson3,0,"CompSci @ Fluminense Federal University.
C# Developer Analyst @ Modal Bank. Enthusiast of New Technologies, Software Architecture and Clean Code"
9672,palanceli,1,学习，重生
9673,crazykun,0,"I am a student, I like programming and playing computer games."
9674,josueochoa,0,Bio not available
9675,oSimonXiaOo,1,Welcome to my Github~
9676,erwinwahyura,0,long-life learner
9677,song940,0,"@javascript & @golang; Senior Engineer & Team leader, former @bytedance @alibaba @meituan staff; speaker; creator of @kelpjs, @vxapp, @escpos and many other oss"
9678,patrickod,0,"Irishman in San Francisco. Amateur photographer, musician, artist and electronics tinkerer. Professional security computer comrade @tailscale."
9679,danielstpaul,0,"Currently @Zero-Gravity-Tech 🚀   |
 Started @sportsdatasolutions in 2017📈  |
 Graduated @makersacademy in 2015 👨‍💻"
9680,michniewicz,1,"TypeScript, Ruby, Apex"
9681,GnaneshKunal,1,"Distributed Systems, Databases and the Web. SDE at @setuHQ & @RedisLabs. Past: @HashedIn"
9682,Samhanx,0,Bio not available
9683,liyemei,1,"My research interests lie on the intersection of computer vision, machine learning and pattern recognition"
9684,fedecaccia,1,Tech Lead | Blockchain Researcher  | M. Sc. Nuclear Engineer
9685,perplexes,0,"Recapitulating 70 years of computer science every day.

""Read don't rediscover."" - I. M. Wright"
9686,maciej-zywno,1,founding partner at htdhealth.com
9687,emilmork,0,Fullstack developer - Bekk Consulting
9688,gillesdemey,0,Software engineer with a fondness for JavaScript and Go.
9689,Yaccc,0,"Infrastructure Engineer,Concerned about the underlying technology.
@FlexibleBroadband "
9690,Nasaakaa,0,Bio not available
9691,liejiayong,0,格物致知
9692,naijab,0,Fullstack Developer - just a lonely man likes coding!
9693,Tyraelone,0,辛苦搬砖的码农
9694,dvinciguerra,0,"Software Engineer Tech Leader, Perl, Ruby, JS and C, vegetarian, @carolschmitt husband, ADHD, geek, hacker"
9695,cham11ng,0,Eat Code Sleep Repeat
9696,alchemz,1,Machine Learning Research Scientist in Autonomy
9697,sandeshdamkondwar,0,"Tech Enthusiast ∪ Software Engineer ∪ Fitness Freak ∪ Superbike's craze on mind.

More about me: http://goo.gl/3P5DWE"
9698,FabianTerhorst,0,"Android, iOS, Backend Developer "
9699,mvid,0,Software Consultant
9700,halfdanrump,1,"Python/DevOps, web/data, working remote, living in Japan"
9701,alessandrodias,0,"I'm an experienced Front End Developer with knowledge in UX/UI, and also comfortable with back-end technologies and software development in general."
9702,Intellicode,0,Engineer - GCP / Python / JavaScript
9703,bruunoromero,0,Senior Software Engineer
9704,codelibra,1,Software Engineer
9705,SaraJo,0,LinkedIn + Jewelbots
9706,Michaeljian,1,Bio not available
9707,skorasaurus,0,web devel + accessibility + maps + open data; CPL code @ https://gitlab.com/cpl ; Repositories are personal.
9708,lcyan,0,Bio not available
9709,9chu,0,On the way to be an indie game developer.
9710,shenoudab,0,"Passionate Product Mindset, Product Manager, Entrepreneur & Developer .. Thinking for Clarity of Thoughts "
9711,lunaroja,0,👨🏾‍💻 Sr Engineering Manager at Dropbox
9712,MacsDickinson,0,Engineering Manager @ LHV
9713,poodarchu,0,Ph.D. student
9714,kudapara,0,Programming is my passion and sharing knowledge is my mission
9715,ZengChen94,1,Software Engineer@Google
9716,swapnil96,1,"Associate, Quant Trading & Research @ Alphagrep Securities | Graduate from Computer Science dept @ IIT Delhi"
9717,Ramshackle-Jamathon,0,d-(^_^)-b
9718,romanitalian,0,rmn:dev
9719,dynamicguy,0,"give me a lever and a fulcrum on which to place it, and I shall move the world."
9720,adrianosilvavianna,0,Bio not available
9721,tigerneil,0,"Strong, but safe. "
9722,rmm5t,0,"Business Starter, Software Consultant, Rubyist, CrossFit Nerd, Amateur Triathlete, Father, @McGearyGroup Owner, @BusyConf Founder. ChargeStack Founder."
9723,dalazaro,0,Senior Software Engineer @goderecho
9724,mcloide,0,"Software Engineer, Entrepreneur on the Beauty and SPA industry and enthusiast photographer. #php #entrepreneur #photography #bodybrowbar"
9725,gmftbyGMFTBY,1,baa baa~
9726,ademar,0,Solving the riddle
9727,hyper0x,0,"software architect, technical writer, data analyst, system thinker, mentor. "
9728,barrylachapelle,0,I’m a designer with a maker heart. Dad. Husband. Cyclist. Snowboarder. Veg. Feelin’ Jazzy.
9729,amutu,0,"PostgreSQL,Hadoop,Hive,FreeBSD"
9730,alexfernandez,0,"Pythoner by vocation, JavaScripter by choice."
9731,4096void,0,Fullstack Engineer 🏊🏻 🧑🏼‍🍳 🚶🏻 and fan of King Crimson | End of input stream reached. Moriturus te saluto.
9732,kcavagnolo,1,Bio not available
9733,MiceLiD,0,Focusing
9734,JamesNimlos,0,🐙
9735,edgar4,0,Programmer By Day And Night | Proud Dad | Motorcycle Lover | Student of Jedi Master Yoda
9736,daveredrum,1,PhD candidate at TUM
9737,jasonjb82,1,"Researcher @ CEL, UC Santa Barbara - Land Systems | dataviz, rstats & python | Malaysia"
9738,CoderPat,1,"Student Researcher @Google / PhD student @neulab & @deep-spin
Previously @Unbabel @microsoft"
9739,huangwenming,0,始于前端，不止于前端
9740,AngusMonroe,1,PhD Candidate@NTU SCSE
9741,sjmatta,1,Senior software developer working in Java (esp. Spring Boot) and JavaScript (esp. React).
9742,mexpolk,0,Bio not available
9743,NickKartha,0,Bio not available
9744,guidorice,0,Geospatial Software Developer
9745,leeir,0,Bio not available
9746,samehamin,1,Senior Engineering Manager
9747,betatim,1,"scikit-learn for work, MyBinder.org and @jupyterhub for fun. Also: swim, bike, run, ski, pizza"
9748,mahnerak,0,"PhD Student @UCL,
LLM Transparency Research @facebookresearch, FAIR Labs"
9749,murphymatt,1,Engineering @ Facebook
9750,kanenas,0,This is my Amazon wishlist https://www.amazon.co.uk/hz/wishlist/ls/2PH2CFTPQV7AP?ref_=wl_share it's better than buying me a beer :)
9751,sendtion,0,不要放过每一个细节！
9752,demidovakatya,0,"( ´ ∀ `)ノ～ 🚀

💌 t.me/demidovakatya"
9753,davidmsibley,0,"Formerly of @USGS-CIDA, @UW-Madison-DoIT"
9754,avikj,0,Berkeley EECS
9755,miqianmimi,1,"Fdu Mathematics  &  Data science
HKUST Computer Science
<Now Quant MA>
A super 🦄 💎"
9756,agasigp,0,"Works as web apps developer. Android & Linux user. Love cycling,reading,& travelling. Member of @phpjogloraya "
9757,abhiskk,1,Bio not available
9758,filipesilvaa,0,"Software Engineer at @meetsoci.
Every programming language is a new way of changing the world."
9759,james-prado,0,Bio not available
9760,fsrocha-dev,0,"⚡ Senior Developer & TechEducator ⚡ working with ☕️  2 coffees/day, teaches things about Node, React, Java, PHP, and docker in the community"
9761,chenshenhai,0,A wild developer | 野生程序员一枚
9762,Judoka4662,0,Bio not available
9763,lalomts,0,Bio not available
9764,lschuermann,0,Grad student. Working on @tock. Chat on Matrix: <at>leons:is.currently.online
9765,chrisbrady,0,DevOps
9766,allenwong,0,"Founder @ floating Island, LLC
☁️🏔☁️"
9767,johncalistro,0,"Head Community Manager @ The Bridge - GDG SP, iMasters. Twitter, Slack, NSCoderNight, Fintech SP, AppsterdamBR & CocoaHeadsBR community organizer."
9768,ajzeigert,0,"I like to make websites, especially websites with maps.

Developer at @GeoEngineers."
9769,matheustguimaraes,1,Software Engineer. Interested in Distributed Systems and Modern Web Technologies.
9770,nullbio,1,"Open source, Golang, Elm, AI, web-dev (front & back-end), & whatever else is interesting! 🤖"
9771,joao-parana,0,https://orcid.org/0000-0002-9057-4643
9772,Tutorgaming,1,""" Don't wonder why those Robots drown themselves in the water, mine too. ""

- Me, Robotics Software Engineer."
9773,brodenbeck,0,Bio not available
9774,romansavrulin,0,Bio not available
9775,amrigo,0,"Web Developer interested in VueJs, NuxtJs, Laravel, Ionic, IOT, Spring."
9776,jczzq,0,joker、programmer. ~just for fun
9777,plusjade,0,[o_o] J[o_o] [o_o}
9778,asbjorn,0,Currently working as a senior consultant for Webstep - Software Developer
9779,KemalEmirhan,0,Frontend Software Engineer @iyzico
9780,matiasinsaurralde,0,"software engineer (most of the time), infosec enthusiast, human being, self-taught. 29 years."
9781,davidsivocha,0,"Gamer, Amatuer Blacksmith and full time Back End Developer"
9782,oteroweb,0,"a programmer in HTML , CSS , JS , PHP environments since 2008, constantly learning new technologies, with a lot of passion for the code, currently in Bqto/VE  "
9783,PrashanthSuriyanarayanan,0,Enjoying web development at work. Interested in Javascript and Blockchain.
9784,bobby569,0,Bio not available
9785,makeclan,0,世上只有一种英雄主义，就是认清生活的真相之后，依然热爱生活。
9786,TomHoss,0,Bio not available
9787,rahulkumaran,0,Data Engineer @ Foundry | Ex-CEO @WidhyaOrg | Data Scientist | Researcher | Experimenter @NFTGarage | Python | Solidity | Blockchain |
9788,arthurazs,1,Python and Linux. IEC 61850.
9789,relign,0,why give up treatment ?
9790,KrisCheng,0,one bite at a time.
9791,bipin000,0,Bio not available
9792,SadiqUltra,0,Full stack developer
9793,phoenixg,0,fall in love
9794,AuspeXeu,0,Bio not available
9795,dargaCode,0,"React engineer building well-tested, maintainable component libraries.
Meticulous coder, resourceful problem solver, and helpful, self-aware teammate."
9796,Asgator,0,"Team Lead, JS architect"
9797,Gorniv,0,"Flutter Expert. Founder aso.dev, meows.app.
Angular Universal, .Net Core, Docker, Rancher2"
9798,gkatsev,0,"Food, tea, javascript, web players, captions, science fiction."
9799,DanielMSchmidt,0,Working on terraform-cdk at HashiCorp
9800,relaxcoredev,0,Bio not available
9801,pascalgagneur,0,Fullstack javascript developer for SVT Play Smart TV app
9802,banterweb,0,@wizzdm @HeadhazeUK @qrydat
9803,BasilArackal,0,An INTP Autodidact.
9804,aditya7iyengar,1,Bio not available
9805,miccpalmer,0,"Data Scientist @ Trinnex.
UC Berkeley + Johns Hopkins alumni.

"
9806,rafaelkendrik,0,"Senior Full Stack Software Engineer at Bentley Systems
•
+7 years of work experience
•
Javascript, Vue.js, Wordpress, Node.js"
9807,spidergears,1,Ruby on Rails | React | Javascript | NodeJS | Flutter | React Native
9808,malsf21,0,Bio not available
9809,Marcos-Costa,0,Bio not available
9810,mazicwong,1,NLPer
9811,luanorlandi,0,Frontend Engineer
9812,Skykai521,0,Bio not available
9813,flybayer,0,Creator of Blitz.js | Founder of Flightcontrol.dev
9814,linmx0130,0,Bio not available
9815,bvasilop,0,Front-end web developer and musician who loves to code and play music. Check out additional repos on my bill-vas organization hub below.
9816,CharlesNaylor,1,"Interested in time series, generative modeling, and complex adaptive systems."
9817,tiagomartinho,0,Indie Developer working on the Replica iOS App
9818,Spriz,0,Bio not available
9819,strawb3rryx7,0,@batuhansk
9820,m8urnett,0,"Mark Burnett is a security consultant and application security specialist in South Weber, Utah. "
9821,duboff,0,Founder and chief coder behind @chattermill.
9822,adiroiban,0,All-rounder in code tangling.
9823,olpeh,0,Tree Climbing Full-Stack Developer and Architect | Freelancer
9824,chibani,0,Code tinkering dad.
9825,CN-Tower,0,Love To Research & Happy To Share!
9826,5hirish,0,Automating Automation
9827,teepluss,0,I am a developer in Bangkok.
9828,byronrode,0,Father. Surfer. Runner. Product Builder. Developer. Photographer. Tattoo Canvas. Ex-Musician. CTO
9829,ike35,1,Software Engineer at Amazon
9830,esigler,1,Bio not available
9831,ekntrtmz,0,Bio not available
9832,TakenPilot,0,Developer for Hire
9833,deepakkoirala,0,a self motivated and self learner programmer.
9834,leereilly,0,Senior Program Manager @ GitHub.
9835,thoas,0,CTO @ulule
9836,MouadBH,0,Mint tea.
9837,BrianGenisio,0,"Software manager/engineer at @Khan Academy. I used to be more active publicly, but not so much these days."
9838,manoj1995madushanka,1,Senior Software Engineer
9839,Rajkumarmagar,0,Bio not available
9840,mujjingun,1,Ph.D. Student @ KAIST AI
9841,fokion,0,"Software Engineer playing with Java,Go, Javascript.
"
9842,ddnode,0,Drupal & Laravel
9843,Dekken,1,Bio not available
9844,jasonzhao0307,1,"Machine Learning, healthcare, bioinformatics, genomics, metagenomics."
9845,Nanyte25,0,"I have worked for many years in the Cloud computing arena for companies Like IBM, AWS. Currently I work at Red Hat  as a Senior SRE Engineer.
www.redhat.com
"
9846,ninedreams,1,Write the smiling code
9847,davidgatti,0,"Elevating AWS Game Since 2016: Companies Transformed, Limits Shattered!"
9848,ASMlover,0,@NetEase
9849,M16,0,"CTO & Co-founder of Prine GmbH

Passionate software developer and part time Teacher

Mission: Explore!
"
9850,colonelpopcorn,0,I am a software developer that really wants to get into woodworking!
9851,basdog22,0,"I am a PHP developer. PHP, Laravel, CS-Cart, WordPress in no particular order"
9852,fprochazka,0,Principal Engineer @ ShipMonk
9853,ahester57,0,"University of Missouri - St. Louis. Computer Science & Mathematics
I like making games that play themselves.
Interest me with theoretical math or philosophy."
9854,Aniruddha-Tapas,1,I develop.
9855,b4dnewz,0,Labora et Malora
9856,YongWookHa,1,On my way up to the shoulders of giants.
9857,linzeqipku,1,Researcher @ MSRA
9858,plant99,1,"
    I love earth and computers.
"
9859,hnryjms,0,Living my 💪👨‍💻🌈 life.
9860,HiGregory,1,Bio not available
9861,codlife,1,Software engineer at Microsoft
9862,CoderMaggie,0,"🦢 The one and only Sylius Product Owner, 📚  Documentation Editor-in-chief"
9863,leekad,0,Bio not available
9864,Douglas-Marques,0,"Passionate about data and code.

Software engineer @ Qintess"
9865,BruceWangNo1,0,"If you like my work, feel free to set up an interview."
9866,brzyang,0,Bio not available
9867,surafelml,1,Bio not available
9868,mrmorais,0,BSc. I.T. (IMD/UFRN) I really don’t know what it really takes to develop software
9869,padi,0,"Cuts Ruby in Style 💎

Loves specialty coffee ☕

Button Pusher 💻

PHRUG Co-organizer"
9870,nobodyiam,0,Open Source Enthusiast; Apollo Config PMC member
9871,amirfrsd,1,"Senior Software Engineer @ Saman Electronic Payment Co (Sep.ir)
Passionate about Deep Learning"
9872,JimmyDaSilva,1,"Research engineer at ISIR, Paris"
9873,Michal-lis,1,I like Machine Learning that works
9874,amansulaiman,1,Learning & Building
9875,chuanfe,0,Frontend developer
9876,jpuri,0,"Developer.
Full-Stack Developer, ReactJS, Typescript, Rust, Solidity, Prosemirror ..."
9877,gkjohnson,1,"Working on graphics for the city of the future, space robots, path tracing, and having a good time."
9878,AakashSYadav,1,Bio not available
9879,royalmitten,0,"If you're ever in doubt, throw a pepper in the air. If it fails to come down, you have gone mad, so don't trust in anything."
9880,codyaverett,0,I learn new things every day and like to help others when I can!
9881,1021683053,0,:one::zero::two::one::six::eight::three::zero::five::three:
9882,themucha,0,I'm working on the Knowledge Graph @microsoft
9883,raisezhang,0,Bio not available
